Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,Resolved_Brand,Brand_Confidence,Brand_Source,Extracted_Attributes,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Product Name,SHORT_DESC,LONG_DESC1,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20
543143412,1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543143412,1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking,1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking Manufactured or supplied by U S Lumber (3073).,1nx6-12' Jasper Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: U S Lumber (3073),Manufacturer Part Number: 543143412,,,,,,,,,,,,,,,,,
543143416,1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543143416,1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking,1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking Manufactured or supplied by U S Lumber (3073).,1nx6-16' Jasper Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: U S Lumber (3073),Manufacturer Part Number: 543143416,,,,,,,,,,,,,,,,,
543143420,1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543143420,1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking,1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking Manufactured or supplied by U S Lumber (3073).,1nx6-20' Jasper Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: U S Lumber (3073),Manufacturer Part Number: 543143420,,,,,,,,,,,,,,,,,
543141412,1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543141412,1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking,1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking Manufactured or supplied by U S Lumber (3073).,1nx6-12' Rainier Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: U S Lumber (3073),Manufacturer Part Number: 543141412,,,,,,,,,,,,,,,,,
543141416,1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543141416,1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking,1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking Manufactured or supplied by U S Lumber (3073).,1nx6-16' Rainier Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: U S Lumber (3073),Manufacturer Part Number: 543141416,,,,,,,,,,,,,,,,,
543141420,1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543141420,1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking,1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking Manufactured or supplied by U S Lumber (3073).,1nx6-20' Rainier Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: U S Lumber (3073),Manufacturer Part Number: 543141420,,,,,,,,,,,,,,,,,
1513703,1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513703,1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking,1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-16' Hatteras Sq Edge - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513703,,,,,,,,,,,,,,,,,
1513704,1nx6-20' Hatteras Sq Edge - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513704,1nx6-20' Hatteras Sq Edge - Trex Transcend Lineage Decking,1nx6-20' Hatteras Sq Edge - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-20' Hatteras Sq Edge - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-20' Hatteras Sq Edge - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513704,,,,,,,,,,,,,,,,,
1513705,1nx6-12' Hatteras Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513705,1nx6-12' Hatteras Grooved - Trex Transcend Lineage Decking,1nx6-12' Hatteras Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-12' Hatteras Grooved - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-12' Hatteras Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513705,,,,,,,,,,,,,,,,,
1513706,1nx6-16' Hatteras Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513706,1nx6-16' Hatteras Grooved - Trex Transcend Lineage Decking,1nx6-16' Hatteras Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-16' Hatteras Grooved - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-16' Hatteras Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513706,,,,,,,,,,,,,,,,,
1513707,1nx6-20' Hatteras Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513707,1nx6-20' Hatteras Grooved - Trex Transcend Lineage Decking,1nx6-20' Hatteras Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-20' Hatteras Grooved - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-20' Hatteras Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513707,,,,,,,,,,,,,,,,,
1513708,1nx6-16' Salt Flat Sq Edge - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513708,1nx6-16' Salt Flat Sq Edge - Trex Transcend Lineage Decking,1nx6-16' Salt Flat Sq Edge - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-16' Salt Flat Sq Edge - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-16' Salt Flat Sq Edge - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513708,,,,,,,,,,,,,,,,,
1513709,1nx6-20' Salt Flat Sq Edge - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513709,1nx6-20' Salt Flat Sq Edge - Trex Transcend Lineage Decking,1nx6-20' Salt Flat Sq Edge - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-20' Salt Flat Sq Edge - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-20' Salt Flat Sq Edge - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513709,,,,,,,,,,,,,,,,,
1513710,1nx6-12' Salt Flat Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513710,1nx6-12' Salt Flat Grooved - Trex Transcend Lineage Decking,1nx6-12' Salt Flat Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-12' Salt Flat Grooved - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-12' Salt Flat Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513710,,,,,,,,,,,,,,,,,
1513711,1nx6-16' Salt Flat Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513711,1nx6-16' Salt Flat Grooved - Trex Transcend Lineage Decking,1nx6-16' Salt Flat Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-16' Salt Flat Grooved - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-16' Salt Flat Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513711,,,,,,,,,,,,,,,,,
1513712,1nx6-20' Salt Flat Grooved - Trex Transcend Lineage Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513712,1nx6-20' Salt Flat Grooved - Trex Transcend Lineage Decking,1nx6-20' Salt Flat Grooved - Trex Transcend Lineage Decking for industrial and commercial applications.,1nx6-20' Salt Flat Grooved - Trex Transcend Lineage Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-20' Salt Flat Grooved - Trex Transcend Lineage Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513712,,,,,,,,,,,,,,,,,
1513717,1nx6-16' Honey Grove Sq Edge - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513717,1nx6-16' Honey Grove Sq Edge - Trex Enhance Naturals Decking,1nx6-16' Honey Grove Sq Edge - Trex Enhance Naturals Decking for industrial and commercial applications.,1nx6-16' Honey Grove Sq Edge - Trex Enhance Naturals Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-16' Honey Grove Sq Edge - Trex Enhance Naturals Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513717,,,,,,,,,,,,,,,,,
1513718,1nx6-20' Honey Grove Sq Edge - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513718,1nx6-20' Honey Grove Sq Edge - Trex Enhance Naturals Decking,1nx6-20' Honey Grove Sq Edge - Trex Enhance Naturals Decking for industrial and commercial applications.,1nx6-20' Honey Grove Sq Edge - Trex Enhance Naturals Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-20' Honey Grove Sq Edge - Trex Enhance Naturals Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513718,,,,,,,,,,,,,,,,,
1513719,1nx6-12' Honey Grove Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513719,1nx6-12' Honey Grove Grooved - Trex Enhance Naturals Decking,1nx6-12' Honey Grove Grooved - Trex Enhance Naturals Decking for industrial and commercial applications.,1nx6-12' Honey Grove Grooved - Trex Enhance Naturals Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-12' Honey Grove Grooved - Trex Enhance Naturals Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513719,,,,,,,,,,,,,,,,,
1513720,1nx6-16' Honey Grove Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513720,1nx6-16' Honey Grove Grooved - Trex Enhance Naturals Decking,1nx6-16' Honey Grove Grooved - Trex Enhance Naturals Decking for industrial and commercial applications.,1nx6-16' Honey Grove Grooved - Trex Enhance Naturals Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-16' Honey Grove Grooved - Trex Enhance Naturals Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513720,,,,,,,,,,,,,,,,,
1513721,1nx6-20' Honey Grove Grooved - Trex Enhance Naturals Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513721,1nx6-20' Honey Grove Grooved - Trex Enhance Naturals Decking,1nx6-20' Honey Grove Grooved - Trex Enhance Naturals Decking for industrial and commercial applications.,1nx6-20' Honey Grove Grooved - Trex Enhance Naturals Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-20' Honey Grove Grooved - Trex Enhance Naturals Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513721,,,,,,,,,,,,,,,,,
1513724,1nx6-16' Tide Pool Sq Edge - Trex Enhance Basics Decking,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513724,1nx6-16' Tide Pool Sq Edge - Trex Enhance Basics Decking,1nx6-16' Tide Pool Sq Edge - Trex Enhance Basics Decking for industrial and commercial applications.,1nx6-16' Tide Pool Sq Edge - Trex Enhance Basics Decking Manufactured or supplied by Boise Cascade Building Materials (BOICA).,1nx6-16' Tide Pool Sq Edge - Trex Enhance Basics Decking designed for industrial and commercial use.,Brand: TREX,Manufacturer: Boise Cascade Building Materials (BOICA),Manufacturer Part Number: 1513724,,,,,,,,,,,,,,,,,
