Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,Resolved_Brand,Brand_Confidence,Brand_Source,Extracted_Attributes,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Product Name
543076936,1x12-12' Cinnamon Cove - Trex Enhance Naturals Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 12', '')]",Dimension,1 x 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,543076936,1x12-12' Cinnamon Cove - Trex Enhance Naturals Fascia
1516878,1x12-12' Golden Hour - Trex Enhance Naturals Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 12', '')]",Dimension,1 x 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1516878,1x12-12' Golden Hour - Trex Enhance Naturals Fascia
1516884,1x8-12' Pebble Beach - Trex Enhance Basics Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 8', '')]",Dimension,1 x 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1516884,1x8-12' Pebble Beach - Trex Enhance Basics Fascia
1516885,1x12-12' Pebble Beach - Trex Enhance Basics Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 12', '')]",Dimension,1 x 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1516885,1x12-12' Pebble Beach - Trex Enhance Basics Fascia
543005916,1x8-12' Malted Barley - Trex Select 2.0 Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 8', '')]",Dimension,1 x 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,543005916,1x8-12' Malted Barley - Trex Select 2.0 Fascia
1516902,1x8-12' Millstone - Trex Select 2.0 Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 8', '')]",Dimension,1 x 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1516902,1x8-12' Millstone - Trex Select 2.0 Fascia
543007916,1x8-12' Whiskey Barrel - Trex Select 2.0 Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 8', '')]",Dimension,1 x 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,543007916,1x8-12' Whiskey Barrel - Trex Select 2.0 Fascia
543005936,1x12-12' Malted Barley - Trex Select 2.0 Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 12', '')]",Dimension,1 x 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,543005936,1x12-12' Malted Barley - Trex Select 2.0 Fascia
1516905,1x12-12' Millstone - Trex Select 2.0 Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 12', '')]",Dimension,1 x 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1516905,1x12-12' Millstone - Trex Select 2.0 Fascia
543007936,1x12-12' Whiskey Barrel - Trex Select 2.0 Fascia,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 12', '')]",Dimension,1 x 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,543007936,1x12-12' Whiskey Barrel - Trex Select 2.0 Fascia
543144908,1x8-12' Island Mist - Trex Lineage,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,"[('Dimension', '1 x 8', '')]",Dimension,1 x 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543144908,1x8-12' Island Mist - Trex Lineage
543141908,1x8-12' Rainier - Trex Lineage,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,"[('Dimension', '1 x 8', '')]",Dimension,1 x 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543141908,1x8-12' Rainier - Trex Lineage
543144912,1x12-12' Island Mist - Trex Lineage,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,"[('Dimension', '1 x 12', '')]",Dimension,1 x 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543144912,1x12-12' Island Mist - Trex Lineage
543141912,1x12-12' Rainier - Trex Lineage,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,"[('Dimension', '1 x 12', '')]",Dimension,1 x 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543141912,1x12-12' Rainier - Trex Lineage
1513713,1x8-12' Hatteras - Trex Lineage,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 8', '')]",Dimension,1 x 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513713,1x8-12' Hatteras - Trex Lineage
1513714,1x8-12' Salt Flat - Trex Lineage,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '1 x 8', '')]",Dimension,1 x 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,1513714,1x8-12' Salt Flat - Trex Lineage
73012503,4x4 Wh Heritage Post Trim RDI,,,,-,Unknown,0.0,No evidence,"[('Dimension', '4 x 4', '')]",Dimension,4 x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73012503,4x4 Wh Heritage Post Trim RDI
73018131,6x6 Wh Elite Post Trim 4pc RDI,,,,-,Unknown,0.0,No evidence,"[('Dimension', '6 x 6', ''), ('Quantity', '4', 'pcs')]",Dimension,6 x 6,,Quantity,4,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73018131,6x6 Wh Elite Post Trim 4pc RDI
73018091,4x4 Wh Elite Post Trim RDI,,,,-,Unknown,0.0,No evidence,"[('Dimension', '4 x 4', '')]",Dimension,4 x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73018091,4x4 Wh Elite Post Trim RDI
73018066,Clay 6x6 Elite Post Trim RDI - 4pc,,,,-,Unknown,0.0,No evidence,"[('Dimension', '6 x 6', ''), ('Quantity', '4', 'pcs')]",Dimension,6 x 6,,Quantity,4,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73018066,Clay 6x6 Elite Post Trim RDI - 4pc
73018076,4x4 Wh Flat Post Cap RDI,,,,-,Unknown,0.0,No evidence,"[('Dimension', '4 x 4', '')]",Dimension,4 x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73018076,4x4 Wh Flat Post Cap RDI
61109087,Wh 4x4-39 Blank Post RDI,,,,-,Unknown,0.0,No evidence,"[('Dimension', '4 x 4', '')]",Dimension,4 x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,61109087,Wh 4x4-39 Blank Post RDI
73018731,Wh 6x6-108 Post Sleeve RDI,,,,-,Unknown,0.0,No evidence,"[('Dimension', '6 x 6', '')]",Dimension,6 x 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73018731,Wh 6x6-108 Post Sleeve RDI
61109090,Wh 4x4-108 Post Sleeve RDI,,,,-,Unknown,0.0,No evidence,"[('Dimension', '4 x 4', '')]",Dimension,4 x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,61109090,Wh 4x4-108 Post Sleeve RDI
73053603,Clay 4x4-108 Post Sleeve RDI,,,,-,Unknown,0.0,No evidence,"[('Dimension', '4 x 4', '')]",Dimension,4 x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73053603,Clay 4x4-108 Post Sleeve RDI
73053608,Clay 6x6-108 Post Sleeve RDI,,,,-,Unknown,0.0,No evidence,"[('Dimension', '6 x 6', '')]",Dimension,6 x 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73053608,Clay 6x6-108 Post Sleeve RDI
543340896,"4x4-37"" Black Alum Post Sleeve Select Alum Railing - w/Cap & Skirt",TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '4 x 4', '')]",Dimension,4 x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,543340896,"4x4-37"" Black Alum Post Sleeve Select Alum Railing - w/Cap & Skirt"
543340898,"4x4-43"" Black Alum Post Sleeve Select Alum Railing w/Cap & Skirt",TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,"[('Dimension', '4 x 4', '')]",Dimension,4 x 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,543340898,"4x4-43"" Black Alum Post Sleeve Select Alum Railing w/Cap & Skirt"
73272TBK,6x6-10' Black Alum Deco - Support Post,DSI Westbury,,,Palmer Donavin Mfg Company (PALDO),DSI Westbury,0.7,Structured source,"[('Dimension', '6 x 6', '')]",Dimension,6 x 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmer Donavin Mfg Company (PALDO),DSI Westbury,73272TBK,6x6-10' Black Alum Deco - Support Post
543302127,6' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543302127,6' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters
543302147,8' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,TREX,,,U S Lumber (3073),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U S Lumber (3073),TREX,543302147,8' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters
73019599,Finyline Wh 6' Str Rail Kit Sq,,,,-,Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73019599,Finyline Wh 6' Str Rail Kit Sq
73019648,Finyline Wh 8' Str Rail Kit Sq,,,,-,Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73019648,Finyline Wh 8' Str Rail Kit Sq
73019598,Finyline Wh 6' Str Rail Kit Rd - w/Black Alum Balusters,,,,-,Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73019598,Finyline Wh 6' Str Rail Kit Rd - w/Black Alum Balusters
73019647,Finyline Wh 8' Str Rail Kit Rd - w/Black Alum Balusters,,,,-,Unknown,0.0,No evidence,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,73019647,Finyline Wh 8' Str Rail Kit Rd - w/Black Alum Balusters
543300257,6' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,543300257,6' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster
543300277,8' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,TREX,,,Boise Cascade Building Materials (BOICA),TREX,0.7,Structured source,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boise Cascade Building Materials (BOICA),TREX,543300277,8' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster
SPB-44BPL,"Patriot 4""x4""x37""/43"" Adjustable Self Leveling Support Post",,,,-,Unknown,0.0,No evidence,"[('Size', '4', 'in')]",Size,4,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,Unknown,SPB-44BPL,"Patriot 4""x4""x37""/43"" Adjustable Self Leveling Support Post"
925219,"2""x50' Deck Joist Tape - Protecto Wrap",,,,Palmer Donavin Mfg Company (PALDO),Unknown,0.0,No evidence,"[('Size', '2', 'in')]",Size,2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palmer Donavin Mfg Company (PALDO),Unknown,925219,"2""x50' Deck Joist Tape - Protecto Wrap"
27233,24x48 WH Attic Access Door,AJM,,,A J Manufacturing Inc (AJMAN),AJM,0.7,Structured source,"[('Dimension', '24 x 48', '')]",Dimension,24 x 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A J Manufacturing Inc (AJMAN),AJM,27233,24x48 WH Attic Access Door
